,Latitude,Longitude
1092,16.299908,75.920492
1100,16.315737,75.905126
1114,16.190175,75.625718
1120,16.232744,75.809543
1131,16.141803,75.690421
1133,16.302103,75.916635
1138,16.152307,75.747852
1144,16.199144,75.769416
1156,16.242998,75.960122
1157,16.226131,75.827007
1160,16.099143,75.791233
1163,16.153438,75.762153
1164,16.172514,75.724616
1165,16.154218,75.759626
1166,16.153222,75.75891
1167,16.281719,76.013973
1170,16.154151,75.767646
1174,16.293353,75.89181
1177,16.19857,75.8136389
1178,16.09212,75.36467
1179,16.165675,75.793961
1180,16.246538,75.962161
1181,16.192082,75.615975
1183,16.182783,75.805347
1184,16.185172,75.620071
1186,16.286352,75.999379
1187,16.18499,75.624738
1188,16.140839,75.742466
1189,16.204991,75.893299
1190,16.19969,75.81472
1192,16.160735,75.766328
1193,16.213247,75.692467
1194,16.21879,75.81581
1195,16.286679,75.994806
1196,16.1836,75.5327
1197,16.265576,75.88405
1426,16.181084,75.651166
1427,16.160451,75.644379
1428,16.185181,75.712
1429,16.160237,75.632716
1430,16.188544,75.67597
1431,16.169086,75.658721
1432,16.168943,75.647258
1433,16.174929,75.655828
1434,16.187089,75.701908
1435,16.165073,75.681188
1436,16.184423,75.666748
1437,16.184861,75.69066
1439,16.168936,75.65007
1440,16.167273,75.673338
1441,16.169125,75.660507
1442,16.186641,75.705473
1443,16.181558,75.640512
1444,16.181073,75.650889
1448,16.159592,75.669074
1449,16.15469,75.664508
1450,16.181092,75.716076
1451,16.189277,75.687202
1452,16.158421,75.67288
1453,16.181659,75.65821
1455,16.169069,75.658024
1456,16.159682,75.678074
1457,16.175595,75.65263
1459,16.159422,75.664106
1460,16.186192,75.711041
1463,16.18172,75.715439
1464,16.158128,75.663918
1465,16.189798,75.698164
1466,16.159522,75.664549
1467,16.168044,75.684003
1468,16.181461,75.656391
1470,16.149675,75.659069
1471,16.169054,75.655168
1472,16.188492,75.681916
1473,16.16886,75.647079
1474,16.186488,75.71066
1475,16.181557,75.640514
1476,16.168836,75.640095
1477,16.162885,75.677467
1478,16.182112,75.635825
1480,16.181042,75.64774
1481,16.178146,75.659966
1482,16.164865,75.681026
1483,16.159104,75.644395
1484,16.159127,75.647243
1486,16.149754,75.656248
1487,16.175986,75.693265
1488,16.174716,75.669146
1489,16.173207,75.682714
1493,16.159419,75.662018
1494,16.165924,75.697919
1495,16.178176,75.697229
1498,16.172649,75.652703
1499,16.179509,75.70227
1500,16.163027,75.638454
1502,16.169149,75.655959
1504,16.162298,75.696808
1507,16.158294,75.673318
1508,16.166275,75.661334
1509,16.16625,75.670136
1511,16.165826,75.634641
1513,16.165925,75.656304
1518,16.177336,75.695634
1519,16.169082,75.655892
1520,16.188837,75.677381
1523,16.154565,75.656296
1524,16.189168,75.686208
1526,16.174578,75.672366
1527,16.173799,75.673182
1528,16.159513,75.664472
1529,16.184251,75.666736
1530,16.176881,75.694749
1533,16.165528,75.638623
1535,16.163267,75.650368
1536,16.162714,75.632604
1539,16.158055,75.672182
1540,16.173143,75.659922
1541,16.18718,75.703581
1543,16.188526,75.675885
1544,16.188933,75.685137
1545,16.188292,75.680403
1546,16.16084,75.664375
1548,16.169137,75.665543
1549,16.181533,75.640419
1550,16.175195,75.666045
1552,16.18186,75.637807
1553,16.168989,75.629361
1557,16.186427,75.669355
1558,16.18335,75.665397
1559,16.18101,75.701786
1561,16.174344,75.658666
1563,16.176369,75.65964
1564,16.181724,75.658767
1566,16.167063,75.670184
1568,16.166919,75.647059
1571,16.181408,75.641802
1572,16.158354,75.675082
1574,16.168899,75.646611
1575,16.159434,75.670344
1576,16.188412,75.679614
1578,16.173737,75.700441
1580,16.184254,75.666528
1581,16.18205,75.661824
1582,16.168874,75.646606
1583,16.158366,75.672834
1585,16.16084,75.664413
1586,16.147906,75.66183
1587,16.162191,75.679436
1588,16.189791,75.693892
1589,16.168995,75.653944
1596,16.173635,75.681657
1597,16.159043,75.637032
1658,16.174776,75.656665
1659,16.168686,75.632378
1660,16.158364,75.672782
1662,16.168716,75.637568
1663,16.18541,75.668163
1669,16.169062,75.658668
1670,16.172598,75.684819
1672,16.158248,75.671671
1673,16.169099,75.652201
1674,16.167842,75.661537
1678,16.157084,75.646846
1682,16.16835,75.611408
1683,16.168915,75.651281
1684,16.159553,75.664581
1686,16.159512,75.667401
1687,16.188474,75.673508
1688,16.15518,75.647406
1689,16.158346,75.676352
1690,16.175038,75.691372
1691,16.168644,75.632492
1692,16.176426,75.652723
1695,16.177196,75.659802
1696,16.181554,75.640395
1697,16.168919,75.643705
1698,16.173244,75.682774
1699,16.169128,75.658652
1700,16.168882,75.647016
1702,16.184209,75.693972
1703,16.168905,75.643652
1704,16.18306,75.702663
1705,16.182093,75.635803
1706,16.169164,75.68506
1707,16.168897,75.643465
1784,16.478999,75.130716
1785,16.468966,75.177142
1786,16.465977,75.178438
1787,16.473498,75.133399
1788,16.493828,75.165226
1790,16.478894,75.130767
1791,16.482365,75.131067
1792,16.498099,75.159778
1793,16.471334,75.115777
1794,16.471448,75.116015
1795,16.474203,75.118704
1796,16.471067,75.111932
1797,16.470049,75.168763
1798,16.437,75.201253
1799,16.451909,75.196811
1800,16.473415,75.133494
1801,16.459821,75.106749
1802,16.476525,75.121069
1803,16.418175,75.109209
1804,16.494163,75.168425
1805,16.4938,75.165236
1806,16.453367,75.138936
1807,16.486304,75.132625
1808,16.495458,75.189345
1809,16.486355,75.132653
1810,16.449094,75.130591
1811,16.52599,75.166137
1812,16.493261,75.143669
1814,16.467054,75.107164
1815,16.492864,75.14682
1816,16.492456,75.15595
1817,16.493248,75.14367
1818,16.419021,75.110465
1819,16.459842,75.117414
1820,16.492601,75.127475
1821,16.477915,75.122837
1822,16.470972,75.137829
1823,16.49542,75.198244
1824,16.523375,75.162899
1827,16.494479,75.121506
1830,16.469599,75.169904
1835,16.436731,75.109358
1836,16.478073,75.127623
1837,16.477776,75.122485
1838,16.519108,75.162988
1839,16.488158,75.18163
1841,16.49299,75.145305
1847,16.527453,75.177402
1849,16.496278,75.121307
1850,16.490475,75.136988
1851,16.408819,75.10803
1855,16.47244,75.134062
1858,16.494575,75.121592
1862,16.492779,75.142342
1863,16.447149,75.176195
1864,16.470901,75.112467
1866,16.442736,75.196116
1867,16.528534,75.169117
1869,16.445947,75.083617
1870,16.467297,75.14558
1871,16.412954,75.158458
1872,16.423553,75.109467
1877,16.485117,75.131325
1883,16.495014,75.176546
1884,16.448328,75.130796
1885,16.483612,75.184046
1886,16.480397,75.131074
1887,16.471151,75.107393
1888,16.493236,75.143678
1889,16.474808,75.119449
1890,16.5387,75.179398
1892,16.443537,75.108673
1900,16.547529,75.181617
1917,16.527146,75.164353
1932,16.495305,75.184006
1933,16.536345,75.204532
1934,16.490908,75.138361
1935,16.4767,75.11438
1937,16.525547,75.165607
1939,16.495436,75.200662
1940,16.49545,75.19153
1941,16.293612,75.92612
1942,16.493016,75.145271
1943,16.477213,75.177476
1944,16.493213,75.14381
1945,16.2832,75.751
1947,16.478534,75.128284
1949,16.454992,75.106695
1950,16.432695,75.107419
1952,16.495244,75.183906
1953,16.281763,75.918307
1954,16.542933,75.127935
1955,16.548154,75.182553
1956,16.462777,75.156204
1957,16.424651,75.1113
1958,16.495608,75.131343
1959,16.492745,75.148411
1960,16.55287,75.178172
1961,16.47826,75.12442
1964,16.470808,75.107407
1965,16.522992,75.162864
1966,16.471808,75.116718
1967,16.459318,75.17991
1968,16.479001,75.13051
1969,16.471762,75.116481
1972,16.471023,75.148485
1973,16.52752,75.17478
1976,16.455295,75.106576
1977,16.495148,75.187991
2181,16.336515,75.704181
2182,16.345278,75.624779
2183,16.286911,75.629979
2184,16.302571,75.618209
2185,16.236198,75.49143
2187,16.34303,75.620857
2188,16.353638,75.705934
2189,16.34499,75.624649
2190,16.364634,75.669385
2191,16.341599,75.632706
2192,16.353812,75.600118
2193,16.307442,75.622672
2194,16.387798,75.644683
2195,16.295976,75.552825
2196,16.405271,75.69086
2197,16.306066,75.634994
2198,16.361188,75.583725
2199,16.401165,75.660779
2201,16.417817,75.691264
2202,16.331999,75.642296
2203,16.347798,75.645882
2204,16.415393,75.432928
2205,16.304647,75.634501
2207,16.287035,75.495853
2208,16.292343,75.572819
2209,16.340121,75.644662
2210,16.419619,75.532473
2211,16.451789,75.692228
2212,16.377035,75.526513
2213,16.347632,75.6475989
2214,16.422005,75.437118
2215,16.350011,75.637819
2216,16.445731,75.6930349
2217,16.244025,75.620457
2218,16.350464,75.635976
2219,16.303219,75.634419
2220,16.390365,75.445352
2221,16.231335,75.49141
2222,16.363747,75.649473
2223,16.353417,75.555515
2224,16.24771,75.620478
2225,16.251731,75.520676
2226,16.401354,75.68946
2227,16.292449,75.489234
2228,16.242995,75.549264
2229,16.234943,75.620549
2230,16.289711,75.615549
2231,16.380478,75.50812
2232,16.496307,75.433555
2233,16.408578,75.691966
2235,16.263621,75.622662
2236,16.38318,75.510738
2239,16.331224,75.641469
2243,16.326181,75.636245
2247,16.351228,75.612721
2249,16.236488,75.54405
2250,16.302991,75.634761
2254,16.392284,75.446097
2255,16.344272,75.615462
2258,16.249577,75.563141
2259,16.246705,75.484919
2262,16.40844,75.439229
2264,16.401245,75.660791
2265,16.346514,75.621737
2270,16.358851,75.648953
2274,16.478972,75.429561
2275,16.356609,75.652062
2276,16.333986,75.644176
2278,16.330114,75.641501
2279,16.374471,75.651573
2283,16.22754,75.490915
2284,16.511907,75.429453
2285,16.357528,75.594297
2286,16.399605,75.686133
2289,16.374852,75.651786
2293,16.3233,75.638684
2295,16.350459,75.649315
2296,16.367297,75.647477
2297,16.351665,75.606347
2300,16.411529,75.589371
2301,16.297096,75.61029
2302,16.237704,75.54591
2307,16.353045,75.616098
2308,16.351933,75.708388
2309,16.34096,75.646078
2310,16.351366,75.646806
2311,16.282925,75.479531
2312,16.266648,75.673187
2313,16.339785,75.634748
2314,16.345247,75.624055
2315,16.38897,75.682641
2316,16.252441,75.470277
2317,16.401595,75.68882
2319,16.245156,75.488703
2321,16.375739,75.711448
2322,16.367893,75.687327
2323,16.33181,75.642926
2324,16.236891,75.616642
2328,16.374654,75.651341
2329,16.233001,75.619686
2331,16.389234,75.6843
2332,16.40804,75.607479
2333,16.321791,75.64663
2334,16.34838,75.647242
2335,16.396838,75.392279
2336,16.34286,75.64564
2337,16.249875,75.620311
2338,16.350503,75.648687
2339,16.351436,75.670299
2340,16.380961,75.512924
2343,16.385353,75.674477
2344,16.463465,75.686472
2345,16.270448,75.439495
2347,16.392673,75.44845
2348,16.463614,75.431343
2349,16.334035,75.643755
2350,16.345988,75.647816
2352,16.386087,75.416527
2355,16.399644,75.68834
2356,16.37741,75.658063
2357,16.23895,75.59323
2359,16.372289,75.694228
2361,16.341649,75.646312
2362,16.384069,75.406642
2363,16.266763,75.672911
2364,16.303697,75.634278
2365,16.318042,75.64988
2366,16.347183,75.624928
2367,16.321887,75.683019
2368,16.390778,75.681834
2369,16.449171,75.406371
2371,16.374324,75.533968
2373,16.36956,75.55906
2374,16.248478,75.62037
2378,16.271919,75.624769
2380,16.294072,75.632059
2386,16.420337,75.437239
2387,16.519366,75.422162
2390,16.380206,75.664277
2394,16.324056,75.64764
2395,16.372836,75.539587
2398,16.394517,75.604914
2399,16.416115,75.428671
2404,16.446837,75.426652
2405,16.354237,75.647108
2406,16.277941,75.626903
2408,16.351467,75.622372
2410,16.350378,75.619612
2413,16.385152,75.67477
2419,16.335413,75.640064
2420,16.359894,75.648651
2424,16.376937,75.527703
2426,16.285739,75.629493
2427,16.380143,75.516455
2428,16.373084,75.54035
2432,16.344863,75.638088
2436,16.3854,75.41732
2442,16.25708,75.62145
2443,16.408535,75.433925
2444,16.38865,75.49895
2445,16.385343,75.675418
2446,16.375209,75.652201
2450,37.088342,97.412897
2451,16.34555,75.654252
2453,16.326598,75.987456
2454,16.379231,75.661567
2459,16.356705,75.594277
2460,16.240094,75.507081
2463,16.280957,75.62767
2464,16.549874,75.987456
2465,16.278907,75.510041
2470,16.326598,75.23659
2471,16.45278,75.42844
2526,16.03875,75.736126
2527,15.980011,75.698179
2528,16.047502,75.787307
2529,15.991142,75.709546
2530,16.051605,75.794494
2531,16.000562,75.720645
2532,16.072977,75.792754
2533,16.019103,75.713917
2534,16.05711,75.800383
2535,16.0586,75.800491
2536,16.048495,75.844933
2537,16.05158,75.794021
2538,16.054842,75.717785
2539,16.053571,75.795595
2540,16.059863,75.708018
2541,16.011725,75.715941
2542,16.058518,75.799612
2543,16.047708,75.774139
2544,16.041286,75.775639
2549,16.053404,75.721658
2550,16.032349,75.840538
2552,16.048712,75.786494
2555,16.002629,75.717535
2560,16.078946,75.700272
2561,16.006701,75.717493
2567,16.047778,75.769969
2569,16.004698,75.789808
2571,16.077217,75.716281
2572,15.993743,75.7696149
2574,16.056733,75.809937
2575,15.993743,75.769608
2576,16.001298,75.716995
2581,16.009542,75.865543
2582,16.057854,75.713774
2586,16.044482,75.738746
2591,16.054412,75.707771
2592,16.042794,75.730751
2602,16.068541,75.83427
2606,15.254565,75.654525
2609,16.046848,75.758222
2610,6.752783,68.177512
2611,15.254565,75.254565
2612,15.254565,75.258565
2613,16.050792,75.795906
2617,15.564585,75.564585
2618,15.254565,75.546525
2619,15.995435,75.730517
2623,15.215654,75.254565
2625,16.047242,75.78944
2772,16.057627,76.059366
2773,16.031707,76.073586
2774,16.161864,76.129681
2775,16.060118,76.057239
2776,16.170504,76.006157
2777,16.160083,76.0149359
2778,16.170879,76.006486
2779,16.171121,76.006373
2780,16.198788,76.047992
2783,16.057528,75.996274
2784,16.047928,75.973912
2785,16.171359,76.005976
2787,16.111273,75.963195
2789,16.059258,76.032179
2790,16.158805,76.1232699
2791,16.059799,76.048822
2792,16.11622,75.971253
2793,16.051967,76.06358
2794,16.110619,76.045086
2795,16.058418,76.014962
2796,16.169172,76.114725
2797,16.170174,76.006395
2798,16.103238,76.069581
2799,16.171039,76.00648
2800,16.05737,75.994044
2801,16.170533,76.006073
2802,16.041984,76.068883
2803,16.058108,76.003607
2804,16.181147,75.967804
2805,16.170956,76.106933
2806,16.170689,76.105862
2807,16.059154,76.030927
2808,16.055996,76.061741
2809,16.091298,76.066163
2810,16.098336,76.055827
2811,16.158827,76.015235
2816,16.147403,76.157336
2818,16.056235,76.065104
2822,16.066466,76.061106
2823,16.158593,76.015879
2824,16.159149,76.0156859
2825,16.158128,75.980987
2826,16.060629,76.049802
2828,16.072557,76.062173
2829,16.07234,76.061229
2830,16.055199,76.066365
2833,16.057779,75.995003
2836,16.161621,76.013251
2838,16.063244,76.063319
2841,16.165764,76.010572
2842,16.047815,75.995627
2845,16.171315,76.006111
2847,16.063538,76.062928
2848,16.171333,75.973393
2852,16.067629,76.060216
2855,16.068986,76.053562
2856,16.054159,75.998742
2859,16.041625,76.068545
2861,16.06945,76.06082
2864,16.1055,76.071526
2865,16.028152,76.076047
2866,16.115089,76.043376
2869,16.068359,76.085125
2870,16.168773,76.045362
2871,16.168133,76.047171
2872,16.104748,76.026712
2874,16.029217,75.952608
2875,16.084563,76.056556
2877,16.170072,76.007258
2878,16.062078,76.065121
2879,16.050118,76.066456
2880,16.174552,76.002947
2883,16.177689,75.978755
2884,16.067011,76.060051
2885,16.066762,76.060825
2886,16.127633,75.949606
2939,16.0641,76.062743
2940,16.050391,76.064012
2942,16.075529,76.060348
2951,16.058256,76.00308
2952,16.059838,76.040918
2955,16.060027,76.063973
2957,16.070488,76.061493
2960,16.06658,76.060666
2962,16.06677,76.060354
2965,16.169824,76.090953
2969,16.171283,76.006235
2971,16.059616,76.036506
3019,15.96476,76.124572
3020,15.970376,76.115624
3021,15.935661,76.1367269
3024,15.975793,76.106957
3025,15.969279,76.120562
3026,15.947751,76.127274
3027,15.959624,76.137427
3028,15.951534,76.126396
3029,15.975916,76.107663
3030,15.954573,76.100171
3031,15.947256,76.127146
3032,15.957637,76.115101
3033,15.974951,76.107944
3034,15.961454,76.124404
3035,15.972654,76.109756
3036,15.967276,76.111353
3037,15.971799,76.111626
3038,15.956256,76.126201
3039,15.947628,76.127124
3040,15.955481,76.126676
3041,15.968806,76.120362
3044,15.958857,76.133562
3045,15.970178,76.114684
3046,15.96386,76.114833
3047,15.931776,76.137387
3048,15.959934,76.137812
3054,15.95636,76.105648
3058,15.955471,76.126906
3059,15.974783,76.108632
3062,15.952424,76.119972
3063,15.964785,76.113288
3069,15.956675,76.129223
3072,15.95595,76.105026
3077,15.964201,76.115225
3081,15.950641,76.113788
3085,15.960929,76.117486
3086,15.970377,76.116796
3087,15.961511,76.112264
3089,15.956598,76.1260759
3100,15.005804,76.000653
3102,15.58269,76.06298
3106,15.05842,76.007439
3107,15.575201,76.061831
3108,15.005754,76.000647
3169,16.040934,76.293509
3170,16.106465,76.235661
3171,15.981441,76.274241
3172,16.070396,76.154907
3173,15.928224,76.139627
3174,15.927891,76.139567
3175,16.119687,76.194185
3177,16.074462,76.1587009
3178,15.918461,76.14903
3179,15.928121,76.139762
3180,16.013199,76.084304
3183,16.009896,76.08613
3184,15.92823,76.139669
3185,16.037813,76.292524
3188,15.996021,76.094348
3189,15.971551,76.272619
3194,15.92906,76.139143
3195,16.013102,76.240808
3197,16.023579,76.079455
3198,16.013821,76.308667
3205,16.016161,76.253514
3213,15.924352,76.140642
3216,15.916669,76.096259
3220,15.928057,76.084648
3222,16.008501,76.164668
3223,16.017634,76.131051
3226,16.017655,76.1332059
3227,15.928686,76.139792
3228,15.996151,76.093954
3229,16.016112,76.210386
3230,16.033892,76.1491449
3233,15.916126,76.086814
3234,16.015344,76.201184
3235,15.991551,76.186202
3236,16.073583,76.15015
3237,16.048971,76.161054
3238,15.891922,76.116226
3242,16.024017,76.088062
3243,16.01579,76.266085
3245,16.01329,76.144416
3246,16.017768,76.140929
3250,16.013308,76.144026
